景点名称,景区评级,地点,标签列表,热度值,评分,评价数量
中国一拖东方红工业旅游基地,,洛阳,,1.8,5,1条点评
黄河中下游分界碑,,荥阳,,1.9,,
优胜卡丁车公园(中原福塔店),,郑州,,1.8,5,1条点评
洪谷山风景区,,林州,"山环水绕、群峰壁立, 历史建筑",1.8,4.1,22条点评
新都汇商业步行街,,洛阳,城市漫步,1.8,5,2条点评
新都汇商业步行街,,洛阳,城市漫步,1.8,5,2条点评
洛阳 · 喜剧爆笑秀《胡来人生·离谱生活》 综艺同款线下版|喜剧狂欢夜,,洛阳,演出,,,
中原金融博物馆,,郑州,博物馆&展馆,1.8,4.5,4条点评
哪吒祖庙,,西峡,,1.8,4,11条点评
孔夫子庙,,永城,,1.8,,
五龙峰景区,,郑州,"水利工程见证五龙峰历史意义, 地标观景",1.8,4.5,16条点评
河南宝泉旅游区-玻璃观景台,,辉县,,1.8,,
郑州新郑国际机场-儿童游乐区,,新郑,,1.8,5,1条点评
星海湖景区,,郑州,"湖光山色，星海湖的美丽风景, 自然山水",1.9,4.7,17条点评
红旗不倒大别山(红旗剧场),,新县,,1.8,,
春日谒周公祠观测景台,,登封,"由石圭和石表两部分组成, 历史建筑",1.8,4,5条点评
春日谒周公祠观测景台,,登封,"由石圭和石表两部分组成, 历史建筑",1.8,4,5条点评
孟州市韩愈陵园,,孟州,,1.8,5,1条点评
楚汉风华大剧院,,南阳,演出,1.8,5,14条点评
淇水关,,淇县,"古为军事关隘，遗迹诸多, 历史建筑",1.8,4.5,19条点评
洛阳中原明珠广播电视塔,,洛阳,地标观景,1.8,4.6,7条点评
郑州奥体中心店,,郑州,夜游观景,1.8,,
龙潭大瀑布,,新安,,1.8,,
洛阳铲博物馆,,洛阳,博物馆&展馆,1.8,5,3条点评
愚公故居,,济源,历史建筑,1.8,4.2,6条点评
李鸣钟故居,,沈丘,历史建筑,1.8,,1条点评
百花里,,郑州,城市漫步,1.8,4,1条点评
百花里,,郑州,城市漫步,1.8,4,1条点评
焦桐广场,,兰考,地标观景,1.8,,
驻马店恐龙园假日营地,,驻马店,夜游观景,1.8,4.8,6条点评
大觉寺,,延津,历史建筑,1.8,4.5,6条点评
含嘉仓160号仓窑遗址,,洛阳,,1.8,,
天室山滑雪场,,伊川,"进口高科技人工降雪系统, 遛娃宝藏地",1.8,3.9,14条点评
青龙山,,巩义,,1.8,5,1条点评
净居寺,,光山,"佛教圣地，赏豫南山乡风光, 历史建筑",1.8,2.5,34条点评
龙门山森林公园,,洛阳,"留存有很多石窟, 自然山水",1.8,5,16条点评
海螺湾,,中牟,,1.8,,
周口市昆山女娲宫,,西华,"被誉为小北顶, 历史建筑",1.8,4,1条点评
周口市昆山女娲宫,,西华,,1.8,4,1条点评
玄帝宫,,修武,"被誉为小北顶, 历史建筑",1.8,4.5,16条点评
青龙峡景区漂流亲水乐园,,修武,,1.8,,
黄河风景名胜区双椅式空中缆车,,荥阳,,1.8,,
岛屿集,,长垣,,1.8,,
小浪底镇,,洛阳,,1.8,,
许昌科技馆,,许昌,博物馆&展馆,1.8,5,1条点评
白塔寺,,商水,"被视为祥瑞之地, 历史建筑",1.8,4.7,18条点评
永裕陵,,巩义,"石刻雕像威武雄健, 历史建筑",1.8,3,11条点评
秦桧下跪雕像,,周口,,1.8,,
南阳月季公园,4A,南阳,"我国北方库塘河流湿地典型, 自然山水",1.8,4.5,2条点评
南阳月季公园,,南阳,,1.8,4.5,2条点评
SHAP MOVEMET(胖东来生活广场店),,新乡,,1.8,,
小镰仓,,郑州,,1.8,,
尧山激情峡谷漂流,,鲁山,近一年新开,1.8,1,1条点评
太行屋脊观景台,,林州,,1.8,,
东方博物馆之都研学营地,,洛阳,,1.8,,
清明上河图版本馆,,开封,,1.8,5,1条点评
汤阴汤河国家湿地公园,4A,汤阴,"我国北方库塘河流湿地典型, 自然山水",1.8,4.4,22条点评
仓颉庙,,南乐,,1.8,4.5,2条点评
关于露营黄毛尖露营基地,,新县,,1.8,,
河南王屋山国家地质公园-小浪底黄河三峡碧水峡湾,,济源,livehouse,1.8,4,1条点评
河南王屋山国家地质公园-小浪底黄河三峡碧水峡湾,,济源,,1.8,,
郑州 · 爽子新专辑《上岸II》巡演,,郑州,livehouse,1.6,,
蔡明园公园景区,,上蔡,历史建筑,1.8,4,1条点评
丹江小三峡,,淅川,,1.8,,
黄河古渡,,济源,,1.8,,
宋陵,,巩义,,1.8,,
四季牡丹展览馆,,洛阳,遛娃宝藏地,1.8,,
大柏树景区,,渑池,,1.8,,
汉桑城,,新野,历史建筑,1.8,4.5,22条点评
七彩沙河水上乐园,,叶县,水上乐园&水世界,1.8,3.5,4条点评
龟山湖风景区,4A,罗山,"四檐金瓦熠熠生光, 历史建筑",1.8,5,1条点评
龟山湖风景区,4A,罗山,,1.8,5,1条点评
豫西大峡谷漂流-起点,,卢氏,,1.8,,
果岭雪松营地,,郑州,,1.8,,
清明上河园-拂云阁,,开封,"四檐金瓦熠熠生光, 历史建筑",1.8,4.8,6条点评
黄华神苑,,林州,历史建筑,1.8,4.8,12条点评
《印信昭昭》河南古代印章精品展,,郑州,特色展馆,1.8,,
嵩顶高山草甸,,巩义,夜游观景,1.8,5,1条点评
河南省安阳市洹河峡谷风景区,,安阳,自然山水,1.8,,
碧水源温泉度假村,,滑县,度假村,1.9,,
白云山庄观鸟拍鸟基地,,罗山,,1.8,,
豫园,4A,新郑,公园&植物园,1.8,4,5条点评
豫园,,新郑,公园&植物园,1.8,,
龙港湾景区,4A,夏邑,,1.8,,
红旗渠青年洞-劈开太行山,,林州,,1.8,,
梵高星空艺术馆(洛阳店),,洛阳,近半年新开,1.9,,
汇丰板桥古镇,,范县,夜游观景,1.8,,
奉仙观,,济源,历史建筑,1.8,4,5条点评
青谷,,洛阳,登高爬山,1.8,5,6条点评
望花湖风景区,,方城,"湖光山色，因望花亭而得名, 自然山水",1.8,4.4,33条点评
永汤汇,,永城,"近半年新开, 随买随用",1.7,,
玉皇顶,,鲁山,,1.8,4,2条点评
范蠡公园,,淅川,公园&植物园,1.8,5,1条点评
范蠡公园,,淅川,公园&植物园,1.8,5,1条点评
普罗旺世,,郑州,,1.8,5,4条点评
汤悦温泉汗蒸馆(宝龙广场店),,郑州,,1.8,,
老君洞,,登封,,1.8,5,1条点评
牡丹仙子雕塑,,洛阳,姹紫嫣红、五彩缤纷,1.8,4.9,28条点评
南阳范蠡纪念馆,,南阳,,1.8,4.4,10条点评
南水北调天河公园,,焦作,夜游观景,1.8,5,6条点评
泗洲塔,,唐河,"塔高且体量大, 历史建筑",1.8,4.5,25条点评
郑州 · 荷尔蒙小姐2026《末日的梦》巡演,,郑州,livehouse,1.8,,
恐龙蛋遗址,,西峡,,1.8,,
西河景区华佗谷,4A,商城,自然山水,1.8,3,2条点评
西河景区华佗谷,,商城,自然山水,1.8,,
国家牡丹园-南区,,洛阳,,1.8,,
信阳金牛古镇,,信阳,城市漫步,1.8,3,2条点评
五月汤泉足道,,周口,随买随用,1.8,,
大汉雄风景区-刘邦像,,永城,,1.8,,
黄华山景区,,林州,"山清水秀、风光旖丽, 登高爬山",1.8,4,30条点评
画卦台,,周口,历史建筑,1.8,3,30条点评
灵龙湖生态文化旅游区,4A,信阳,自然景观丰富的氧吧,1.8,4,4条点评
徐霞客古道,,新密,,1.8,5,1条点评
城关镇,,尉氏,"全国城镇建设工作重点镇, 地标观景",1.8,5,8条点评
清凉寺汝官窑遗址,,宝丰,历史建筑,1.8,4.8,5条点评
清凉寺汝官窑遗址,,宝丰,历史建筑,1.8,4.8,5条点评
新乡市卫滨区御龙湾温泉度假村,,新乡,,1.8,,
珍珠泉景区,,安阳,自然山水,1.8,1,19条点评
汤臣温泉水汇,,郑州,,1.8,1,1条点评
龙山湖国家湿地公园,,光山,自然山水,1.8,,
幻境空间体验馆(周口店),,周口,特色展馆,1.8,5,2条点评
黄河故道森林公园,,延津,"参观汲棘遗址, 公园&植物园",1.8,4.1,38条点评
六羊山通天河景区,,鲁山,"荟萃八百里伏牛山精华, 登高爬山",1.8,4.6,43条点评
薰衣草庄园-郑州狗熊岭梦幻雪乡,,郑州,,1.7,,
洛阳方特,,洛阳,,1.8,,
陕州公园,,三门峡,"宋代楼阁式砖塔，塔身倾斜, 历史建筑",1.8,4.8,47条点评
陕州公园,,三门峡,,1.8,,
洛阳红山欢乐谷欢乐牧场,,新安,,1.8,,
林州太行天路玻璃观景桥,,林州,,1.8,,
玲珑塔,,原阳,"宋代楼阁式砖塔，塔身倾斜, 历史建筑",1.8,4.8,47条点评
湛河源莲花湿地,,宝丰,公园&植物园,1.8,,
许昌塔文化博物馆,,许昌,博物馆&展馆,1.8,4.5,2条点评
梅庄百虎园,,清丰,,1.8,,
故县西子湖风景区,,洛宁,"相传西施曾在此泛舟戏水, 自然山水",1.8,4,5条点评
万仙山景区-绝壁长廊,,辉县,,1.8,,
河南郑州高空跳伞基地,,郑州,,1.8,,
刘青霞故居(尉氏),,尉氏,"南阳市重要的科普教育基地, 科技馆",1.8,5,2条点评
刘青霞故居(尉氏),,尉氏,,1.8,,
南阳科技馆,,南阳,"南阳市重要的科普教育基地, 科技馆",1.8,5,2条点评
龙袍山大草原,,信阳,,1.8,5,1条点评
新蔡县文庙,,新蔡,观赏珍贵的明代孔子青铜像,1.8,4.3,33条点评
丽景门景区-天后宫,,洛阳,历史建筑,1.8,4.5,19条点评
赶羊站观景台,,辉县,,1.8,,
万佛山石窟,,济源,历史建筑,1.8,1.5,2条点评
南阳旅游年票,,南阳,,1.8,,
亚美术馆,,郑州,博物馆&展馆,1.8,,
中国烹饪文化博物馆,,长垣,博物馆&展馆,1.7,4,5条点评
仰韶大峡谷,,渑池,"石英砂岩构成的峡谷, 自然山水",1.7,4.2,94条点评
仰韶大峡谷,,渑池,"石英砂岩构成的峡谷, 自然山水",1.7,4.2,94条点评
香山湖国家湿地公园,,新县,,1.7,,
黄河神仙湾大河风云景区,,新安,"依山傍水，游乐项目众多, 乘船游览",1.8,4,2条点评
王城公园-游乐场,,洛阳,主题乐园&游乐场,1.8,,
辉县滑翔俱乐部,,辉县,"高空滑翔体验, 滑翔伞",1.7,5,2条点评
南阳独山玉国家矿山公园博物馆,,南阳,博物馆&展馆,1.7,,
郑州黄河梅园,,郑州,近三年新开,1.7,5,2条点评
绝壁天梯,,辉县,,1.7,,
神垕老街,,禹州,,1.7,,
商丘清凉寺,,商丘,历史建筑,1.7,5,2条点评
《唔见李清照》沉浸式国风艺术展 - 郑州站,,郑州,特色展馆,1.7,5,8条点评
《唔见李清照》沉浸式国风艺术展 - 郑州站,,郑州,特色展馆,1.7,,
灵泉禅寺,,安阳,,1.7,,
秀水公园,,固始,"园内拱桥卧波，亭台灵秀, 公园&植物园",1.7,5,8条点评
华夏游乐园,,商丘,"集休闲、启智于一体的现代主题公园, 游乐场",1.7,5,4条点评
伊洛河湿地公园,,洛阳,自然山水,1.8,5,2条点评
郑东庙会·不夜城,,郑州,,1.7,,
金刚台里罗城景区,,商城,"现代爱国主义教育基地, 登高爬山",1.7,3,1条点评
河南驻马店置地公园,,驻马店,"生态环境良好，鸟类栖息地, 公园&植物园",1.7,4.3,97条点评
河南柘城容湖国家湿地公园,,柘城,"天然湖泊，文物古迹众多, 公园&植物园",1.7,4.9,17条点评
石人山风景名胜区,,鲁山,,1.7,,
固始八景长廊,,固始,"一处文化底蕴深厚的人文景观, 历史建筑",1.7,4.5,11条点评
固始八景长廊,,固始,"一处文化底蕴深厚的人文景观, 历史建筑",1.7,,
思念果岭度假区,,郑州,,1.7,,
大香山文博园,,平顶山,近半年新开,1.8,,
郑州飞越丛林探险乐园,,原阳,遛娃宝藏地,1.7,4.5,11条点评
韶山峡,,渑池,"12亿年前的海底世界, 自然山水",1.7,4.3,16条点评
小浣熊亲子乐园,,新郑,,1.7,,
上甘岭战役纪念馆,,鹤壁,,1.7,,
白云山,,林州,登高爬山,1.7,,
中天门滑道,,栾川,,1.7,,
禹王池,,洛阳,"为纪念大禹而建, 自然山水",1.7,4.4,40条点评
中国玉文化博物馆,,镇平,博物馆&展馆,1.7,5,7条点评
中国玉文化博物馆,,镇平,博物馆&展馆,1.7,5,7条点评
仙人谷漂流,,登封,,1.7,,
淮河公园,,淮滨,"公园内有广场、灯光、雕塑、喷泉, 公园&植物园",1.7,4.7,14条点评
孔雀岛游乐园,,洛阳,水上乐园&水世界,1.7,,
马道街步行街,,开封,城市漫步,1.7,5,1条点评
普陀寺,,商丘,历史建筑,1.7,,
隋唐古渡房车露营基地,,洛阳,,1.7,,
商丘火神台景区东门广场,,商丘,,1.7,,
亲贝熊成长城堡(洛阳店),,洛阳,,1.7,,
包公祠,,平顶山,,1.7,5,2条点评
安阳华翔通航通用航空跳伞基地,,安阳,跳伞,1.7,5,1条点评
安阳华翔通航通用航空跳伞基地,,安阳,跳伞,1.7,5,1条点评
双鹤湖中央公园,,新郑,"登观景台一览公园全貌, 夜游观景",1.7,4.8,7条点评
竹林镇长寿山风情古镇,,巩义,,1.7,5,1条点评
林虑山风景名胜区,,林州,登高爬山,1.7,4.5,16条点评
太室山广场,,登封,地标观景,1.7,5,1条点评
牟山,,中牟,,1.7,5,1条点评
白马寺缅甸风格佛塔,,洛阳,,1.7,5,2条点评
颜真卿墓,,洛阳,,1.6,,
黄河澄泥砚展示馆,,孟州,,1.7,5,1条点评
白云山自驾游营地,,嵩县,,1.7,1,1条点评
五指山景区,,巩义,"领略如莽如索的葛根藤条, 登高爬山",1.7,5,6条点评
五指山景区,,巩义,"领略如莽如索的葛根藤条, 登高爬山",1.7,5,6条点评
洛阳市规划展示馆,,洛阳,特色展馆,1.7,4.8,11条点评
郑州黄河文化公园-北牌楼广场,,郑州,"观赏优美的瀑布景观, 自然山水",1.7,4,2条点评
洛阳白云山雪云间滑雪场,,嵩县,,1.7,,
石门湖,,西峡,"湖面开阔，四周山峦叠嶂, 自然山水",1.7,3,9条点评
郑州市动物园-水族馆,,郑州,动物园&水族馆,1.7,,
云上汉服摄影(洛邑古城店),,洛阳,,1.7,,
鸡鸣寺,,信阳,,1.7,,
犄角尖,,西峡,,1.7,,
飞虹瀑布,,栾川,"重渡沟的标志性景观, 自然山水",1.7,4.5,7条点评
五朵山金顶,,镇平,动物园&水族馆,1.7,3.7,9条点评
五朵山金顶,,镇平,,1.7,,
漯河市人民公园动物园,,漯河,动物园&水族馆,1.7,3.7,9条点评
北宋东京城顺天门(新郑门)遗址博物馆,,开封,博物馆&展馆,1.7,,
洛阳仓窖博物馆,,洛阳,历史建筑,1.7,4,4条点评
刘少奇旧居,,渑池,,1.7,5,2条点评
石漫滩水库,,舞钢,"大型水库，淮河明珠之称, 自然山水",1.7,4.6,17条点评
太行山森林运动公园,,林州,,1.7,4,1条点评
来佛寺,,社旗,,1.7,,
西司广场,,开封,,1.7,,
夜市广场,,郑州,,1.7,,
三门峡市虢国博物馆-遗址保护区,,三门峡,"佛、道合一的宗教圣地, 历史建筑",1.7,4.4,34条点评
三门峡市虢国博物馆-遗址保护区,,三门峡,,1.7,,
白玉山普化寺,,唐河,"佛、道合一的宗教圣地, 历史建筑",1.7,4.4,34条点评
高空玻璃索桥,,栾川,,1.7,,
郑州二七纪念馆-序厅,,郑州,,1.7,5,1条点评
郑州海洋世界,,郑州,,1.7,,
汉献帝禅陵,,修武,历史建筑,1.7,5,1条点评
桐柏革命纪念馆,,桐柏,,1.7,,41条点评
鸿庆寺石窟,,义马,历史建筑,1.7,4,3条点评
石磨坊,,栾川,,1.7,,
汤泉宫温泉度假村,,鲁山,度假村,1.7,1,3条点评
天子驾六车马坑展厅,,洛阳,登高爬山,1.7,5,4条点评
天子驾六车马坑展厅,,洛阳,,1.7,,
永城市汉风不夜城,,永城,,1.7,,
东湖景区-划船,,郑州,,1.7,,
小秦岭,,灵宝,登高爬山,1.7,5,4条点评
巩义小长城,,巩义,历史建筑,1.7,5,2条点评
沈丘县紫薇庄园,,沈丘,,1.7,,
五云山山地生态公园,,郑州,登高爬山,1.7,4,1条点评
县前街,,安阳,城市漫步,1.7,,
梦华录沉浸式剧场,,开封,,1.7,,
南海动物园,,驻马店,动物园&水族馆,1.7,,
龙门国家级湿地公园,,洛阳,博物馆&展馆,1.7,4,16条点评
龙门国家级湿地公园,,洛阳,,1.7,,
禹州钧瓷窑炉博物馆,,禹州,博物馆&展馆,1.7,,
周王城城墙遗址,,洛阳,历史建筑,1.7,4,16条点评
猛犸跳伞俱乐部,,郑州,"观看跳伞表演, 跳伞",1.7,4.3,3条点评
白云寺,,辉县,"庙宇古朴，寺前古树参天, 历史建筑",1.7,4.4,25条点评
冀鲁豫边区革命根据地旧址纪念馆,,清丰,"红色基地,了解革命历史",1.7,,40条点评
乐天堂,,洛阳,,1.7,5,2条点评
伾山大佛,,浚县,,1.7,,
宝泉水库,,辉县,"游览避暑的仙境, 自然山水",1.7,4.3,6条点评
花满地温泉,,鄢陵,"彩色玻璃围造的特色泡池, 泡温泉",1.7,5,3条点评
鲁智深倒拔垂杨柳雕塑,,开封,"中原红叶之都赏红叶, 登高爬山",1.7,4.5,2条点评
鲁智深倒拔垂杨柳雕塑,,开封,,1.7,4.5,2条点评
桐柏红叶景区,,桐柏,"中原红叶之都赏红叶, 登高爬山",1.7,3.9,11条点评
锦屏山,,宜阳,登高爬山,1.7,,
淇河金沙滩,,鹤壁,"体验时尚的水上运动, 海滨沙滩",1.7,4,10条点评
礼佛台,,洛阳,,1.7,5,1条点评
峨眉山猴子,,辉县,,1.8,,
人民公园,,漯河,公园&植物园,1.7,4.5,66条点评
郑州 · 当风舞集原创民族舞剧 《白蛇传》,,郑州,舞蹈舞剧,1.7,,
五一公园,,郑州,"市民休闲的好去处, 公园&植物园",1.7,4.7,124条点评
吉象小镇主题乐园,,郑州,动物园&水族馆,1.7,5,1条点评
神都游船(月亮岛码头),,洛阳,"景色秀美，园内有环湖湿地, 自然山水",1.7,4.8,10条点评
神都游船(月亮岛码头),,洛阳,,1.7,,
大浪淘沙(滨河路店),,南阳,,1.7,,
鄢陵鹤鸣湖国家湿地公园,,鄢陵,"景色秀美，园内有环湖湿地, 自然山水",1.7,4.8,10条点评
固始悦合欢乐世界,,固始,游乐场,1.7,3,1条点评
滑县森林动物园,,滑县,动物园&水族馆,1.7,5,1条点评
叶县文庙,,叶县,,1.7,,
郑州高铁公园,,郑州,公园&植物园,1.7,,
火炼金丹广场,,洛阳,地标观景,1.7,5,1条点评
豫剧院,,洛阳,演出,1.7,,
HILLANDS大地之丘营地,,中牟,露营·营地,1.7,,
仓颉墓,,虞城,自然山水,1.7,3.3,17条点评
仓颉墓,,虞城,,1.7,,
中原第一漂,,西峡,自然山水,1.7,3.3,17条点评
老子铜像,,栾川,,1.7,,
阴阳潭,,新安,,1.7,,
商丘人民公园-海洋馆,,商丘,动物园&水族馆,1.7,,
道境广场-王屋老街,,济源,城市漫步,1.7,5,4条点评
玉皇山国家森林公园,,卢氏,自然山水,1.7,2,3条点评
农耕村景区,,栾川,,1.7,3.8,11条点评
老果岭温泉度假村,,南阳,,1.7,,
应天阁,,郑州,历史建筑,1.7,5,1条点评
唐韵小镇,,鄢陵,地标观景,1.7,3.7,3条点评
唐韵小镇,,鄢陵,,1.7,3.7,3条点评
栾川浪浪河漂流,,栾川,近两年重开,1.7,,
五一文化广场,,周口,地标观景,1.7,,
私人订制,,荥阳,,1.7,,
《被世界记住的中国手艺》非遗里的文化根脉展,,三门峡,,,,
青天河风景区-青天河园区,,博爱,,1.7,,
傅作义将军选址处,,舞钢,,1.7,,
古灵山风景区-观景台,,淇县,,1.7,,
刘禹锡公园,,荥阳,"以诗歌文化为主题的公园, 公园&植物园",1.7,5,29条点评
郎酒庄园,,郑州,,1.7,,
欣欣家汉服写真馆(清明上河园店),4A,开封,历史建筑,1.7,4.6,14条点评
欣欣家汉服写真馆(清明上河园店),,开封,,1.7,,
商代亳都都城内城北城墙遗址,,郑州,历史建筑,1.7,4.6,14条点评
朱仙镇清真寺,,开封,历史建筑,1.7,,
漯河国际会展中心,,漯河,,1.7,,
陈楚故城,,周口,历史建筑,1.7,4,1条点评
龙湖镇,,新郑,地标观景,1.7,4.4,8条点评
郑东新区市民体育公园,,郑州,公园&植物园,1.7,5,1条点评
梦回大唐新城里,,长垣,城市漫步,1.7,,
【郑州】曹云金领衔《万象更新》听云轩相声专场,,郑州,演出,1.7,,
中华古板栗园,4A,林州,,1.7,,
信阳马尔代夫,,信阳,场馆展馆,1.7,,
信阳马尔代夫,,信阳,,1.7,,
红石崖,,栾川,,1.7,,
曹丕冢,,洛阳,,1.7,,
嵩山风景名胜区-三祖庵塔,,登封,,1.7,,
安阳古城镇远门,,安阳,,1.7,,
雪乐山室内滑雪馆(正弘城店),,郑州,场馆展馆,1.7,,
花悦庭度假山庄,,信阳,,1.7,,
羊山新区北湖风景区,,信阳,,1.7,,
内乡县文化馆,,内乡,,1.7,,
鸡冠山,,栾川,,1.7,,
